1, 1, 1, 1, 1, 1, 1, 1, , , , , , , , 8, 18
1, 1, 1, 1, 1, 1, 1, 2, , , , , , , , 8, 19
1, 1, 1, 1, 1, 1, 1, 3, , , , , , , , 8, 20
1, 1, 1, 1, 1, 1, 1, 4, , , , , , , , 8, 21
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, , , 13, 17
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 2, , , 13, 18
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 3, , , 13, 19
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 4, , , 13, 20
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 5, , , 13, 21
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 6, , , 13, 22
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 7, , , 13, 23
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 8, , , 13, 24
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 9, , , 13, 25
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 10, , , 13, 26
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 2, , , , 12, 17
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 3, , , , 12, 18
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 4, , , , 12, 19
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 5, , , , 12, 20
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 6, , , , 12, 21
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 7, , , , 12, 22
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 8, , , , 12, 23
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 9, , , , 12, 24
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 10, , , , 12, 25
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 2, 1, , , , 12, 17
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 2, 2, , , , 12, 18
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 2, 3, , , , 12, 19
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 2, 4, , , , 12, 20
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 2, 5, , , , 12, 21
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 2, 6, , , , 12, 22
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 2, 7, , , , 12, 23
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 2, 8, , , , 12, 24
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 2, 9, , , , 12, 25
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 2, 10, , , , 12, 26
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 3, , , , , 11, 17
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 4, , , , , 11, 18
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 5, , , , , 11, 19
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 6, , , , , 11, 20
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 7, , , , , 11, 21
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 8, , , , , 11, 22
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 9, , , , , 11, 23
1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 10, , , , , 11, 24
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 1, , , , 12, 17
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 2, , , , 12, 18
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 3, , , , 12, 19
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 4, , , , 12, 20
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 5, , , , 12, 21
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 6, , , , 12, 22
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 7, , , , 12, 23
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 8, , , , 12, 24
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 9, , , , 12, 25
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 10, , , , 12, 26
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 2, , , , , 11, 17
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 3, , , , , 11, 18
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 4, , , , , 11, 19
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 5, , , , , 11, 20
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 6, , , , , 11, 21
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 7, , , , , 11, 22
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 8, , , , , 11, 23
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 9, , , , , 11, 24
1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 10, , , , , 11, 25
1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 1, , , , , 11, 17
1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 2, , , , , 11, 18
1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 3, , , , , 11, 19
1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 4, , , , , 11, 20
1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 5, , , , , 11, 21
1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 6, , , , , 11, 22
1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 7, , , , , 11, 23
1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 8, , , , , 11, 24
1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 9, , , , , 11, 25
1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 10, , , , , 11, 26
1, 1, 1, 1, 1, 1, 1, 5, 1, 4, , , , , , 10, 17
1, 1, 1, 1, 1, 1, 1, 5, 1, 5, , , , , , 10, 18
1, 1, 1, 1, 1, 1, 1, 5, 1, 6, , , , , , 10, 19
1, 1, 1, 1, 1, 1, 1, 5, 1, 7, , , , , , 10, 20
1, 1, 1, 1, 1, 1, 1, 5, 1, 8, , , , , , 10, 21
1, 1, 1, 1, 1, 1, 1, 5, 1, 9, , , , , , 10, 22
1, 1, 1, 1, 1, 1, 1, 5, 1, 10, , , , , , 10, 23
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 1, , , , 12, 17
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 2, , , , 12, 18
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 3, , , , 12, 19
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 4, , , , 12, 20
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 5, , , , 12, 21
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 6, , , , 12, 22
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 7, , , , 12, 23
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 8, , , , 12, 24
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 9, , , , 12, 25
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 10, , , , 12, 26
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 2, , , , , 11, 17
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 3, , , , , 11, 18
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 4, , , , , 11, 19
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 5, , , , , 11, 20
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 6, , , , , 11, 21
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 7, , , , , 11, 22
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 8, , , , , 11, 23
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 9, , , , , 11, 24
1, 1, 1, 1, 1, 1, 1, 5, 2, 1, 10, , , , , 11, 25
1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 1, , , , , 11, 17
1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 2, , , , , 11, 18
1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 3, , , , , 11, 19
1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 4, , , , , 11, 20
1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 5, , , , , 11, 21
1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 6, , , , , 11, 22
1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 7, , , , , 11, 23
1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 8, , , , , 11, 24
1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 9, , , , , 11, 25
1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 10, , , , , 11, 26
1, 1, 1, 1, 1, 1, 1, 5, 2, 3, , , , , , 10, 17
1, 1, 1, 1, 1, 1, 1, 5, 2, 4, , , , , , 10, 18
1, 1, 1, 1, 1, 1, 1, 5, 2, 5, , , , , , 10, 19
1, 1, 1, 1, 1, 1, 1, 5, 2, 6, , , , , , 10, 20
1, 1, 1, 1, 1, 1, 1, 5, 2, 7, , , , , , 10, 21
1, 1, 1, 1, 1, 1, 1, 5, 2, 8, , , , , , 10, 22
1, 1, 1, 1, 1, 1, 1, 5, 2, 9, , , , , , 10, 23
1, 1, 1, 1, 1, 1, 1, 5, 2, 10, , , , , , 10, 24
1, 1, 1, 1, 1, 1, 1, 5, 3, 1, 1, , , , , 11, 17
1, 1, 1, 1, 1, 1, 1, 5, 3, 1, 2, , , , , 11, 18
1, 1, 1, 1, 1, 1, 1, 5, 3, 1, 3, , , , , 11, 19
1, 1, 1, 1, 1, 1, 1, 5, 3, 1, 4, , , , , 11, 20
1, 1, 1, 1, 1, 1, 1, 5, 3, 1, 5, , , , , 11, 21
1, 1, 1, 1, 1, 1, 1, 5, 3, 1, 6, , , , , 11, 22
1, 1, 1, 1, 1, 1, 1, 5, 3, 1, 7, , , , , 11, 23
1, 1, 1, 1, 1, 1, 1, 5, 3, 1, 8, , , , , 11, 24
1, 1, 1, 1, 1, 1, 1, 5, 3, 1, 9, , , , , 11, 25
1, 1, 1, 1, 1, 1, 1, 5, 3, 1, 10, , , , , 11, 26
1, 1, 1, 1, 1, 1, 1, 5, 3, 2, , , , , , 10, 17
1, 1, 1, 1, 1, 1, 1, 5, 3, 3, , , , , , 10, 18
